"Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","HasCabin","Fare_capped","Age_norm","Fare_norm","Age_z","Fare_z","Sex_encoded","Embarked_C","Embarked_Q","Embarked_S","Survived_label"
1,"3rd","female",22,0,0,7.25,"S",0,7.25,0.271173661724051,0.11046036834343,-0.534590915209605,-0.820091850361366,0,0,0,1,"Yes"
0,"1st","male",27,0,2,211.5,"C",1,65.6344,0.334003518471978,1,-0.158776075579488,2.03048281603878,1,1,0,0,"No"
0,"3rd","male",20,0,0,4.0125,"C",0,4.0125,0.246041719024881,0.0611341004107602,-0.684916851061652,-0.978160366651171,1,1,0,0,"No"
0,"3rd","male",19,0,0,7.775,"S",0,7.775,0.233475747675295,0.118459222602781,-0.760079818987675,-0.794459117990046,1,0,0,1,"No"
1,"1st","female",42,0,0,227.525,"C",0,65.6344,0.522493088715758,1,0.968668443310863,2.03048281603878,0,1,0,0,"Yes"
1,"3rd","female",1,0,2,15.7417,"C",0,15.7417,0.00728826338275949,0.239839169703692,-2.1130132416561,-0.405490948499394,0,1,0,0,"Yes"
0,"3rd","male",32,0,0,7.925,"S",0,7.925,0.396833375219904,0.120744609534025,0.217038764050629,-0.787135480169669,1,0,0,1,"No"
1,"1st","female",35,1,0,52,"S",0,52,0.43453128926866,0.792267469497702,0.4425276678287,1.36479343271779,0,0,0,1,"Yes"
0,"3rd","male",25,0,0,7.8958,"S",0,7.8958,0.308871575772807,0.120299720878076,-0.309102011431534,-0.788561148332036,1,0,0,1,"No"
0,"2nd","male",18,0,0,73.5,"S",0,65.6344,0.22090977632571,1,-0.835242786913698,2.03048281603878,1,0,0,1,"No"
0,"3rd","male",1,5,2,46.9,"S",0,46.9,0.00728826338275949,0.714564313835428,-2.1130132416561,1.11578974682497,1,0,0,1,"No"
1,"2nd","female",36,0,0,13,"S",0,13,0.447097260618246,0.198066867374426,0.517690635754723,-0.539352400580246,0,0,0,1,"Yes"
0,"3rd","male",25,0,0,7.7292,"Q",0,7.7292,0.308871575772807,0.117761417793108,-0.309102011431534,-0.796695268737868,1,0,1,0,"No"
1,"2nd","female",17,0,0,12,"C",0,12,0.208343804976125,0.18283095449947,-0.910405754839722,-0.588176652716093,0,1,0,0,"Yes"
1,"1st","male",36,1,2,120,"S",1,65.6344,0.447097260618246,1,0.517690635754723,2.03048281603878,1,0,0,1,"Yes"
1,"3rd","male",21,0,0,7.7958,"S",0,7.7958,0.258607690374466,0.118776129590581,-0.609753883135628,-0.793443573545621,1,0,0,1,"Yes"
0,"3rd","male",28,2,0,7.925,"S",0,7.925,0.346569489821563,0.120744609534025,-0.0836131076534643,-0.787135480169669,1,0,0,1,"No"
1,"1st","female",23,1,0,113.275,"C",1,65.6344,0.283739633073637,1,-0.459427947283581,2.03048281603878,0,1,0,0,"Yes"
1,"3rd","female",24,0,2,16.7,"S",1,16.7,0.296305604423222,0.254439745011762,-0.384264979357558,-0.358702667677612,0,0,0,1,"Yes"
0,"3rd","male",22,0,0,7.7958,"S",0,7.7958,0.271173661724051,0.118776129590581,-0.534590915209605,-0.793443573545621,1,0,0,1,"No"
0,"3rd","female",31,0,0,7.8542,"S",0,7.8542,0.384267403870319,0.119665906902478,0.141875796124606,-0.790592237220887,0,0,0,1,"No"
0,"2nd","male",46,0,0,26,"S",0,26,0.572756974114099,0.396133734748851,1.26932031501496,0.0953628771857652,1,0,0,1,"No"
0,"2nd","male",23,0,0,10.5,"S",0,10.5,0.283739633073637,0.159977085187036,-0.459427947283581,-0.661413030919863,1,0,0,1,"No"
1,"2nd","female",28,0,0,12.65,"S",0,12.65,0.346569489821563,0.192734297868191,-0.0836131076534643,-0.556440888827792,0,0,0,1,"Yes"
1,"3rd","male",39,0,0,7.925,"S",0,7.925,0.484795174667002,0.120744609534025,0.743179539532793,-0.787135480169669,1,0,0,1,"Yes"
0,"3rd","male",26,0,0,8.05,"S",0,8.05,0.321437547122393,0.122649098643394,-0.233939043505511,-0.781032448652689,1,0,0,1,"No"
0,"3rd","female",21,1,0,9.825,"S",0,9.825,0.258607690374466,0.149692843996441,-0.609753883135628,-0.69436940111156,0,0,0,1,"No"
0,"3rd","male",28,1,0,15.85,"S",0,15.85,0.346569489821563,0.24148921906805,-0.0836131076534643,-0.400203281993082,1,0,0,1,"No"
0,"3rd","female",20,0,0,8.6625,"S",0,8.6625,0.246041719024881,0.131981095279305,-0.684916851061652,-0.751127594219482,0,0,0,1,"No"
0,"2nd","male",34,1,0,21,"S",0,21,0.421965317919075,0.319954170374072,0.367364699902676,-0.14875838349347,1,0,0,1,"No"
0,"3rd","male",51,0,0,7.75,"S",0,7.75,0.635586830862026,0.118078324780908,1.64513515464507,-0.795679724293443,1,0,0,1,"No"
1,"2nd","male",3,1,1,18.75,"S",0,18.75,0.0324202060819301,0.285673366405422,-1.96268730580405,-0.258612950799126,1,0,0,1,"Yes"
0,"3rd","male",21,0,0,7.775,"S",0,7.775,0.258607690374466,0.118459222602781,-0.609753883135628,-0.794459117990046,1,0,0,1,"No"
0,"3rd","female",21.5,3,1,25.4667,"S",0,25.4667,0.264890676049259,0.388008422412637,-0.572172399172616,0.0693249035217179,0,0,0,1,"No"
0,"3rd","male",25,0,0,7.8958,"S",0,7.8958,0.308871575772807,0.120299720878076,-0.309102011431534,-0.788561148332036,1,0,0,1,"No"
0,"3rd","male",25,0,0,6.8583,"Q",0,6.8583,0.308871575772807,0.104492461270309,-0.309102011431534,-0.839216309922977,1,0,1,0,"No"
1,"1st","female",33,1,0,90,"Q",1,65.6344,0.40939934656949,1,0.292201731976653,2.03048281603878,0,0,1,0,"Yes"
0,"2nd","male",30,0,0,0,"S",0,0,0.371701432520734,0,0.0667128281985825,-1.17406767834626,1,0,0,1,"No"
1,"3rd","male",44,0,0,7.925,"S",0,7.925,0.547625031414928,0.120744609534025,1.11899437916291,-0.787135480169669,1,0,0,1,"Yes"
0,"3rd","female",21.5,0,0,8.05,"S",0,8.05,0.264890676049259,0.122649098643394,-0.572172399172616,-0.781032448652689,0,0,0,1,"No"
1,"2nd","female",34,1,1,32.5,"S",0,32.5,0.421965317919075,0.495167168436064,0.367364699902676,0.412720516068771,0,0,0,1,"Yes"
1,"2nd","female",18,0,2,13,"S",0,13,0.22090977632571,0.198066867374426,-0.835242786913698,-0.539352400580246,0,0,0,1,"Yes"
0,"2nd","male",30,0,0,13,"S",0,13,0.371701432520734,0.198066867374426,0.0667128281985825,-0.539352400580246,1,0,0,1,"No"
0,"3rd","female",10,0,2,24.15,"S",0,24.15,0.120382005529027,0.367947295930183,-1.43654653032189,0.00503801073444814,0,0,0,1,"No"
0,"3rd","male",25,0,0,7.8958,"C",0,7.8958,0.308871575772807,0.120299720878076,-0.309102011431534,-0.788561148332036,1,1,0,0,"No"
0,"3rd","male",21,0,0,7.7333,"Q",0,7.7333,0.258607690374466,0.117823885035896,-0.609753883135628,-0.796495089304111,1,0,1,0,"No"
0,"3rd","male",29,0,0,7.875,"S",0,7.875,0.359135461171149,0.119982813890277,-0.00845013972744087,-0.789576692776462,1,0,0,1,"No"
0,"3rd","female",28,1,1,14.4,"S",0,14.4,0.346569489821563,0.219397145399364,-0.0836131076534643,-0.47099844759006,0,0,0,1,"No"
0,"3rd","male",18,1,1,20.2125,"S",0,20.2125,0.22090977632571,0.307955888985044,-0.835242786913698,-0.187207482050449,1,0,0,1,"No"
0,"3rd","male",25,0,0,7.25,"S",0,7.25,0.308871575772807,0.11046036834343,-0.309102011431534,-0.820091850361366,1,0,0,1,"No"
1,"2nd","female",28,1,0,26,"S",0,26,0.346569489821563,0.396133734748851,-0.0836131076534643,0.0953628771857652,0,0,0,1,"Yes"
1,"2nd","female",19,0,0,26,"S",0,26,0.233475747675295,0.396133734748851,-0.760079818987675,0.0953628771857652,0,0,0,1,"Yes"
0,"3rd","male",25,0,0,7.75,"Q",0,7.75,0.308871575772807,0.118078324780908,-0.309102011431534,-0.795679724293443,1,0,1,0,"No"
1,"3rd","male",32,0,0,8.05,"S",1,8.05,0.396833375219904,0.122649098643394,0.217038764050629,-0.781032448652689,1,0,0,1,"Yes"
1,"1st","male",28,0,0,26.55,"S",1,26.55,0.346569489821563,0.404513486830077,-0.0836131076534643,0.122216215860481,1,0,0,1,"Yes"
1,"3rd","female",21.5,1,0,16.1,"S",0,16.1,0.264890676049259,0.245298197286789,-0.572172399172616,-0.38799721895912,0,0,0,1,"Yes"
1,"2nd","female",42,1,0,26,"S",0,26,0.522493088715758,0.396133734748851,0.968668443310863,0.0953628771857652,0,0,0,1,"Yes"
0,"3rd","male",17,0,0,7.125,"S",0,7.125,0.208343804976125,0.10855587923406,-0.910405754839722,-0.826194881878347,1,0,0,1,"No"
0,"1st","male",50,1,0,55.9,"S",1,55.9,0.62302085951244,0.85168752971003,1.56997218671905,1.55520801604759,1,0,0,1,"No"
1,"1st","female",14,1,2,120,"S",1,65.6344,0.170645890927369,1,-1.13589465861779,2.03048281603878,0,0,0,1,"Yes"
0,"3rd","female",21,2,2,34.375,"S",0,34.375,0.258607690374466,0.523734505076606,-0.609753883135628,0.504265988823484,0,0,0,1,"No"
1,"2nd","female",24,2,3,18.75,"S",0,18.75,0.296305604423222,0.285673366405422,-0.384264979357558,-0.258612950799126,0,0,0,1,"Yes"
0,"1st","male",64,1,4,263,"S",1,65.6344,0.798944458406635,1,2.62225373768338,2.03048281603878,1,0,0,1,"No"
0,"2nd","male",31,0,0,10.5,"S",0,10.5,0.384267403870319,0.159977085187036,0.141875796124606,-0.661413030919863,1,0,0,1,"No"
1,"2nd","female",45,1,1,26.25,"S",0,26.25,0.560191002764514,0.39994271296759,1.19415734708893,0.107568940219727,0,0,0,1,"Yes"
0,"3rd","male",20,0,0,9.5,"S",0,9.5,0.246041719024881,0.14474117231208,-0.684916851061652,-0.71023728305571,1,0,0,1,"No"
0,"3rd","male",25,1,0,7.775,"S",0,7.775,0.308871575772807,0.118459222602781,-0.309102011431534,-0.794459117990046,1,0,0,1,"No"
1,"2nd","female",28,0,0,13,"S",0,13,0.346569489821563,0.198066867374426,-0.0836131076534643,-0.539352400580246,0,0,0,1,"Yes"
1,"3rd","male",25,0,0,8.1125,"S",0,8.1125,0.308871575772807,0.123601343198079,-0.309102011431534,-0.777980932894198,1,0,0,1,"Yes"
1,"1st","male",4,0,2,81.8583,"S",1,65.6344,0.0449861774315155,1,-1.88752433787803,2.03048281603878,1,0,0,1,"Yes"
1,"2nd","female",13,0,1,19.5,"S",0,19.5,0.158079919577783,0.297100301061638,-1.21105762654382,-0.22199476169724,0,0,0,1,"Yes"
1,"1st","male",34,0,0,26.55,"S",0,26.55,0.421965317919075,0.404513486830077,0.367364699902676,0.122216215860481,1,0,0,1,"Yes"
1,"3rd","female",5,2,1,19.2583,"C",0,19.2583,0.0575521487811008,0.293417780919762,-1.812361369952,-0.233795583438475,0,1,0,0,"Yes"
1,"1st","male",52,0,0,30.5,"S",1,30.5,0.648152802211611,0.464695342686152,1.7202981225711,0.315072011797077,1,0,0,1,"Yes"
0,"2nd","male",36,1,2,27.75,"S",0,27.75,0.447097260618246,0.422796582280024,0.517690635754723,0.180805318423497,1,0,0,1,"No"
0,"3rd","male",25,1,0,19.9667,"S",0,19.9667,0.308871575772807,0.30421090160038,-0.309102011431534,-0.199208483225441,1,0,0,1,"No"
0,"1st","male",30,0,0,27.75,"C",1,27.75,0.371701432520734,0.422796582280024,0.0667128281985825,0.180805318423497,1,1,0,0,"No"
1,"1st","male",49,1,0,89.1042,"C",1,65.6344,0.610454888162855,1,1.49480921879303,2.03048281603878,1,1,0,0,"Yes"
0,"3rd","male",25,0,0,8.05,"S",0,8.05,0.308871575772807,0.122649098643394,-0.309102011431534,-0.781032448652689,1,0,0,1,"No"
1,"3rd","male",29,0,0,7.8958,"C",0,7.8958,0.359135461171149,0.120299720878076,-0.00845013972744087,-0.788561148332036,1,1,0,0,"Yes"
0,"1st","male",65,0,0,26.55,"S",1,26.55,0.81151042975622,0.404513486830077,2.6974167056094,0.122216215860481,1,0,0,1,"No"
1,"1st","female",35,1,0,51.8625,"S",1,51.8625,0.43453128926866,0.790172531477396,0.4425276678287,1.35808009804911,0,0,0,1,"Yes"
1,"2nd","female",50,0,0,10.5,"S",0,10.5,0.62302085951244,0.159977085187036,1.56997218671905,-0.661413030919863,0,0,0,1,"Yes"
0,"3rd","male",25,0,0,7.75,"Q",0,7.75,0.308871575772807,0.118078324780908,-0.309102011431534,-0.795679724293443,1,0,1,0,"No"
1,"1st","male",48,0,0,26.55,"S",1,26.55,0.59788891681327,0.404513486830077,1.419646250867,0.122216215860481,1,0,0,1,"Yes"
0,"3rd","male",34,0,0,8.05,"S",0,8.05,0.421965317919075,0.122649098643394,0.367364699902676,-0.781032448652689,1,0,0,1,"No"
0,"1st","male",47,0,0,38.5,"S",1,38.5,0.585322945463684,0.586582645685799,1.34448328294098,0.705666028883853,1,0,0,1,"No"
0,"2nd","male",48,0,0,13,"S",0,13,0.59788891681327,0.198066867374426,1.419646250867,-0.539352400580246,1,0,0,1,"No"
0,"3rd","male",25,0,0,8.05,"S",0,8.05,0.308871575772807,0.122649098643394,-0.309102011431534,-0.781032448652689,1,0,0,1,"No"
0,"3rd","male",38,0,0,7.05,"S",0,7.05,0.472229203317416,0.107413185768439,0.66801657160677,-0.829856700788536,1,0,0,1,"No"
0,"2nd","male",30,0,0,0,"S",0,0,0.371701432520734,0,0.0667128281985825,-1.17406767834626,1,0,0,1,"No"
0,"1st","male",56,0,0,26.55,"S",0,26.55,0.698416687609952,0.404513486830077,2.02094999427519,0.122216215860481,1,0,0,1,"No"
0,"3rd","male",25,0,0,7.725,"Q",0,7.725,0.308871575772807,0.117697426959034,-0.309102011431534,-0.796900330596839,1,0,1,0,"No"
1,"3rd","female",0.75,2,1,19.2583,"C",0,19.2583,0.00414677054536316,0.293417780919762,-2.1318039836376,-0.233795583438475,0,1,0,0,"Yes"
0,"3rd","male",25,0,0,7.25,"S",0,7.25,0.308871575772807,0.11046036834343,-0.309102011431534,-0.820091850361366,1,0,0,1,"No"
0,"3rd","male",38,0,0,8.6625,"S",0,8.6625,0.472229203317416,0.131981095279305,0.66801657160677,-0.751127594219482,1,0,0,1,"No"
1,"2nd","female",33,1,2,27.75,"S",0,27.75,0.40939934656949,0.422796582280024,0.292201731976653,0.180805318423497,0,0,0,1,"Yes"
1,"2nd","female",23,0,0,13.7917,"C",1,13.7917,0.283739633073637,0.210129139597528,-0.459427947283581,-0.500698240164296,0,1,0,0,"Yes"
0,"3rd","female",22,0,0,9.8375,"S",0,9.8375,0.271173661724051,0.149883292907378,-0.534590915209605,-0.693759097959862,0,0,0,1,"No"
0,"1st","male",40,0,0,52,"S",1,52,0.497361146016587,0.792267469497702,0.818342507458817,1.36479343271779,1,0,0,1,"No"
0,"2nd","male",34,1,0,21,"S",0,21,0.421965317919075,0.319954170374072,0.367364699902676,-0.14875838349347,1,0,0,1,"No"
0,"3rd","male",29,1,0,7.0458,"S",0,7.0458,0.359135461171149,0.107349194934364,-0.00845013972744087,-0.830061762647506,1,0,0,1,"No"
0,"3rd","male",22,0,0,7.5208,"S",0,7.5208,0.271173661724051,0.114586253549968,-0.534590915209605,-0.806870242882979,1,0,0,1,"No"
1,"3rd","female",2,0,1,12.2875,"S",0,12.2875,0.0198542347323448,0.18721127945102,-2.03785027373007,-0.574139680227037,0,0,0,1,"Yes"
0,"3rd","male",9,5,2,46.9,"S",0,46.9,0.107816034179442,0.714564313835428,-1.51170949824791,1.11578974682497,1,0,0,1,"No"
0,"2nd","male",30,0,0,0,"S",0,0,0.371701432520734,0,0.0667128281985825,-1.17406767834626,1,0,0,1,"No"
0,"3rd","male",50,0,0,8.05,"S",0,8.05,0.62302085951244,0.122649098643394,1.56997218671905,-0.781032448652689,1,0,0,1,"No"
1,"3rd","female",63,0,0,9.5875,"S",0,9.5875,0.786378487057049,0.146074314688639,2.54709076975736,-0.705965160993824,0,0,0,1,"Yes"
1,"1st","male",25,1,0,91.0792,"C",1,65.6344,0.308871575772807,1,-0.309102011431534,2.03048281603878,1,1,0,0,"Yes"
0,"3rd","female",21.5,3,1,25.4667,"S",0,25.4667,0.264890676049259,0.388008422412637,-0.572172399172616,0.0693249035217179,0,0,0,1,"No"
1,"1st","female",35,1,0,90,"S",1,65.6344,0.43453128926866,1,0.4425276678287,2.03048281603878,0,0,0,1,"Yes"
0,"1st","male",58,0,0,29.7,"C",1,29.7,0.723548630309123,0.452506612386188,2.17127593012724,0.276012610088399,1,1,0,0,"No"
0,"3rd","male",30,0,0,8.05,"S",0,8.05,0.371701432520734,0.122649098643394,0.0667128281985825,-0.781032448652689,1,0,0,1,"No"
1,"3rd","male",9,1,1,15.9,"S",0,15.9,0.107816034179442,0.242251014711797,-1.51170949824791,-0.39776206938629,1,0,0,1,"Yes"
0,"3rd","male",25,1,0,19.9667,"S",0,19.9667,0.308871575772807,0.30421090160038,-0.309102011431534,-0.199208483225441,1,0,0,1,"No"
0,"3rd","male",21,0,0,7.25,"S",0,7.25,0.258607690374466,0.11046036834343,-0.609753883135628,-0.820091850361366,1,0,0,1,"No"
0,"1st","male",55,0,0,30.5,"S",1,30.5,0.685850716260367,0.464695342686152,1.94578702634917,0.315072011797077,1,0,0,1,"No"
0,"1st","male",71,0,0,49.5042,"C",0,49.5042,0.886906257853732,0.754241678144388,3.14839451316554,1.24293786423714,1,1,0,0,"No"
0,"3rd","male",21,0,0,8.05,"S",0,8.05,0.258607690374466,0.122649098643394,-0.609753883135628,-0.781032448652689,1,0,0,1,"No"
0,"3rd","male",25,0,0,14.4583,"C",0,14.4583,0.308871575772807,0.220285399119974,-0.309102011431534,-0.46815199369054,1,1,0,0,"No"
1,"1st","female",54,1,0,78.2667,"C",1,65.6344,0.673284744910782,1,1.87062405842314,2.03048281603878,0,1,0,0,"Yes"
0,"3rd","male",25,0,0,15.1,"S",0,15.1,0.308871575772807,0.230062284411833,-0.309102011431534,-0.436821471094967,1,0,0,1,"No"
0,"1st","female",25,1,2,151.55,"S",1,65.6344,0.308871575772807,1,-0.309102011431534,2.03048281603878,0,0,0,1,"No"
0,"3rd","male",24,0,0,7.7958,"S",0,7.7958,0.296305604423222,0.118776129590581,-0.384264979357558,-0.793443573545621,1,0,0,1,"No"
0,"3rd","male",17,0,0,8.6625,"S",0,8.6625,0.208343804976125,0.131981095279305,-0.910405754839722,-0.751127594219482,1,0,0,1,"No"
0,"3rd","female",21,0,0,7.75,"Q",0,7.75,0.258607690374466,0.118078324780908,-0.609753883135628,-0.795679724293443,0,0,1,0,"No"
0,"3rd","female",21.5,0,0,7.6292,"Q",0,7.6292,0.264890676049259,0.116237826505613,-0.572172399172616,-0.801577693951453,0,0,1,0,"No"
0,"3rd","female",37,0,0,9.5875,"S",0,9.5875,0.459663231967831,0.146074314688639,0.592853603680746,-0.705965160993824,0,0,0,1,"No"
1,"1st","female",16,0,0,86.5,"S",1,65.6344,0.195777833626539,1,-0.985568722765745,2.03048281603878,0,0,0,1,"Yes"
0,"1st","male",18,1,0,108.9,"C",1,65.6344,0.22090977632571,1,-0.835242786913698,2.03048281603878,1,1,0,0,"No"
1,"2nd","female",33,0,2,26,"S",0,26,0.40939934656949,0.396133734748851,0.292201731976653,0.0953628771857652,0,0,0,1,"Yes"
1,"1st","male",40,0,0,26.55,"S",0,26.55,0.497361146016587,0.404513486830077,0.818342507458817,0.122216215860481,1,0,0,1,"Yes"
0,"3rd","male",28,0,0,22.525,"S",0,22.525,0.346569489821563,0.34318893750838,-0.0836131076534643,-0.0743013989863033,1,0,0,1,"No"
1,"3rd","male",26,0,0,56.4958,"S",0,56.4958,0.321437547122393,0.860765086600929,-0.233939043505511,1.58429750547013,1,0,0,1,"Yes"
1,"3rd","male",29,0,0,7.75,"Q",0,7.75,0.359135461171149,0.118078324780908,-0.00845013972744087,-0.795679724293443,1,0,1,0,"Yes"
0,"3rd","male",25,0,0,8.05,"S",0,8.05,0.308871575772807,0.122649098643394,-0.309102011431534,-0.781032448652689,1,0,0,1,"No"
1,"1st","male",36,0,0,26.2875,"S",1,26.2875,0.447097260618246,0.400514059700401,0.517690635754723,0.109399849674821,1,0,0,1,"Yes"
1,"1st","female",54,1,0,59.4,"C",0,59.4,0.673284744910782,0.905013224772375,1.87062405842314,1.72609289852306,0,1,0,0,"Yes"
0,"3rd","male",24,0,0,7.4958,"S",0,7.4958,0.296305604423222,0.114205355728094,-0.384264979357558,-0.808090849186375,1,0,0,1,"No"
0,"1st","male",47,0,0,34.0208,"S",1,34.0208,0.585322945463684,0.518337944736297,1.34448328294098,0.486972438716967,1,0,0,1,"No"
1,"2nd","female",34,0,0,10.5,"S",1,10.5,0.421965317919075,0.159977085187036,0.367364699902676,-0.661413030919863,0,0,0,1,"Yes"
0,"3rd","male",25,0,0,24.15,"Q",0,24.15,0.308871575772807,0.367947295930183,-0.309102011431534,0.00503801073444814,1,0,1,0,"No"
1,"2nd","female",36,1,0,26,"S",0,26,0.447097260618246,0.396133734748851,0.517690635754723,0.0953628771857652,0,0,0,1,"Yes"
0,"3rd","male",32,0,0,7.8958,"S",0,7.8958,0.396833375219904,0.120299720878076,0.217038764050629,-0.788561148332036,1,0,0,1,"No"
1,"1st","female",30,0,0,93.5,"S",1,65.6344,0.371701432520734,1,0.0667128281985825,2.03048281603878,0,0,0,1,"Yes"
0,"3rd","male",22,0,0,7.8958,"S",0,7.8958,0.271173661724051,0.120299720878076,-0.534590915209605,-0.788561148332036,1,0,0,1,"No"
0,"3rd","male",25,0,0,7.225,"C",0,7.225,0.308871575772807,0.110079470521556,-0.309102011431534,-0.821312456664762,1,1,0,0,"No"
1,"1st","female",44,0,1,57.9792,"C",1,57.9792,0.547625031414928,0.883366039759638,1.11899437916291,1.65672340108844,0,1,0,0,"Yes"
0,"3rd","male",25,0,0,7.2292,"C",0,7.2292,0.308871575772807,0.110143461355631,-0.309102011431534,-0.821107394805792,1,1,0,0,"No"
0,"3rd","male",40.5,0,0,7.75,"Q",0,7.75,0.50364413169138,0.118078324780908,0.855923991421828,-0.795679724293443,1,0,1,0,"No"
1,"2nd","female",50,0,0,10.5,"S",0,10.5,0.62302085951244,0.159977085187036,1.56997218671905,-0.661413030919863,0,0,0,1,"Yes"
0,"1st","male",40,0,0,221.7792,"S",1,65.6344,0.497361146016587,1,0.818342507458817,2.03048281603878,1,0,0,1,"No"
0,"3rd","male",39,0,0,7.925,"S",0,7.925,0.484795174667002,0.120744609534025,0.743179539532793,-0.787135480169669,1,0,0,1,"No"
0,"2nd","male",23,2,1,11.5,"S",0,11.5,0.283739633073637,0.175212998061992,-0.459427947283581,-0.612588778784016,1,0,0,1,"No"
1,"2nd","female",2,1,1,26,"S",0,26,0.0198542347323448,0.396133734748851,-2.03785027373007,0.0953628771857652,0,0,0,1,"Yes"
0,"3rd","male",25,0,0,7.2292,"C",0,7.2292,0.308871575772807,0.110143461355631,-0.309102011431534,-0.821107394805792,1,1,0,0,"No"
0,"3rd","male",17,1,1,7.2292,"C",0,7.2292,0.208343804976125,0.110143461355631,-0.910405754839722,-0.821107394805792,1,1,0,0,"No"
1,"3rd","female",21.5,0,2,22.3583,"C",0,22.3583,0.264890676049259,0.340649110832125,-0.572172399172616,-0.0824404018173489,0,1,0,0,"Yes"
0,"3rd","female",30,0,0,8.6625,"S",0,8.6625,0.371701432520734,0.131981095279305,0.0667128281985825,-0.751127594219482,0,0,0,1,"No"
1,"2nd","female",7,0,2,26.25,"S",0,26.25,0.0826840914802714,0.39994271296759,-1.66203543409996,0.107568940219727,0,0,0,1,"Yes"
0,"1st","male",45,0,0,26.55,"S",1,26.55,0.560191002764514,0.404513486830077,1.19415734708893,0.122216215860481,1,0,0,1,"No"
1,"1st","female",30,0,0,106.425,"C",0,65.6344,0.371701432520734,1,0.0667128281985825,2.03048281603878,0,1,0,0,"Yes"
0,"3rd","male",25,0,0,14.5,"S",0,14.5,0.308871575772807,0.220920736686859,-0.309102011431534,-0.466116022376475,1,0,0,1,"No"
1,"1st","female",22,0,2,49.5,"C",1,49.5,0.271173661724051,0.754177687310313,-0.534590915209605,1.24273280237817,0,1,0,0,"Yes"
1,"1st","female",36,0,2,71,"S",1,65.6344,0.447097260618246,1,0.517690635754723,2.03048281603878,0,0,0,1,"Yes"
0,"3rd","female",9,4,2,31.275,"S",0,31.275,0.107816034179442,0.476503175164243,-1.51170949824791,0.352910807202358,0,0,0,1,"No"
0,"3rd","female",11,4,2,31.275,"S",0,31.275,0.132947976878613,0.476503175164243,-1.36138356239586,0.352910807202358,0,0,0,1,"No"
1,"2nd","male",32,1,0,26,"S",0,26,0.396833375219904,0.396133734748851,0.217038764050629,0.0953628771857652,1,0,0,1,"Yes"
0,"1st","male",50,1,0,106.425,"C",1,65.6344,0.62302085951244,1,1.56997218671905,2.03048281603878,1,1,0,0,"No"
0,"1st","male",64,0,0,26,"S",0,26,0.798944458406635,0.396133734748851,2.62225373768338,0.0953628771857652,1,0,0,1,"No"
1,"2nd","female",19,1,0,26,"S",0,26,0.233475747675295,0.396133734748851,-0.760079818987675,0.0953628771857652,0,0,0,1,"Yes"
1,"2nd","male",30,0,0,13.8625,"C",0,13.8625,0.371701432520734,0.211207842229075,0.0667128281985825,-0.497241483113078,1,1,0,0,"Yes"
0,"3rd","male",33,1,1,20.525,"S",0,20.525,0.40939934656949,0.312717111758468,0.292201731976653,-0.171949903257997,1,0,0,1,"No"
1,"2nd","male",8,1,1,36.75,"S",0,36.75,0.0952500628298567,0.559919798154626,-1.58687246617393,0.620223587646121,1,0,0,1,"Yes"
1,"1st","male",17,0,2,110.8833,"C",1,65.6344,0.208343804976125,1,-0.910405754839722,2.03048281603878,1,1,0,0,"Yes"
0,"2nd","male",27,0,0,26,"S",0,26,0.334003518471978,0.396133734748851,-0.158776075579488,0.0953628771857652,1,0,0,1,"No"
0,"3rd","male",25,0,0,7.8292,"Q",0,7.8292,0.308871575772807,0.119285009080604,-0.309102011431534,-0.791812843524284,1,0,1,0,"No"
1,"3rd","male",22,0,0,7.225,"C",0,7.225,0.271173661724051,0.110079470521556,-0.534590915209605,-0.821312456664762,1,1,0,0,"Yes"
1,"3rd","female",22,0,0,7.775,"S",0,7.775,0.271173661724051,0.118459222602781,-0.534590915209605,-0.794459117990046,0,0,0,1,"Yes"
0,"1st","male",62,0,0,26.55,"S",0,26.55,0.773812515707464,0.404513486830077,2.47192780183133,0.122216215860481,1,0,0,1,"No"
1,"1st","female",48,1,0,39.6,"C",1,39.6,0.59788891681327,0.60334214984825,1.419646250867,0.759372706233285,0,1,0,0,"Yes"
0,"1st","male",40,0,0,227.525,"C",0,65.6344,0.497361146016587,1,0.818342507458817,2.03048281603878,1,1,0,0,"No"
1,"1st","female",39,1,1,79.65,"S",1,65.6344,0.484795174667002,1,0.743179539532793,2.03048281603878,0,0,0,1,"Yes"
1,"3rd","female",36,1,0,17.4,"S",0,17.4,0.447097260618246,0.265104884024231,0.517690635754723,-0.324525691182519,0,0,0,1,"Yes"
0,"3rd","male",25,0,0,7.75,"Q",0,7.75,0.308871575772807,0.118078324780908,-0.309102011431534,-0.795679724293443,1,0,1,0,"No"
0,"3rd","male",40,0,0,7.8958,"S",0,7.8958,0.497361146016587,0.120299720878076,0.818342507458817,-0.788561148332036,1,0,0,1,"No"
0,"2nd","male",28,0,0,13.5,"S",0,13.5,0.346569489821563,0.205684823811904,-0.0836131076534643,-0.514940274512322,1,0,0,1,"No"
0,"3rd","male",25,0,0,8.05,"S",0,8.05,0.308871575772807,0.122649098643394,-0.309102011431534,-0.781032448652689,1,0,0,1,"No"
0,"3rd","female",21.5,0,0,8.05,"S",0,8.05,0.264890676049259,0.122649098643394,-0.572172399172616,-0.781032448652689,0,0,0,1,"No"
